id,date,value,optin,giftaid,appeal,platform,sourcecode,campaign,source,medium,creative,audience,warm
ICC19037159623,13/07/2020 19:19,72.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
62007406HL778635L,13/07/2020 19:11,100.0,False,False,UK Coronavirus Response,Paypal,170463,,,,,,
ICC18037306309,13/07/2020 19:09,2.0,False,False,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen fund,
ICC16038782402,13/07/2020 19:01,50.0,False,False,Yemen Crisis Appeal,WorldPay,170463,Yemen Crisis Appeal,,,brand,red cross yemen appeal,
9TL15257CH3131435,13/07/2020 18:24,100.0,True,True,Yemen Crisis Appeal,Paypal,170459,Yemen Crisis Appeal,bing,,brand,red cross yemen appeal,
ICC17038247277,13/07/2020 18:22,20.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
83K0162489339464R,13/07/2020 18:10,30.0,False,True,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC19037038612,13/07/2020 18:10,20.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC18037172492,13/07/2020 17:51,2.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
36R35258U9474680L,13/07/2020 17:37,10.0,False,False,UK Coronavirus Response,Paypal,170463,,,,,,
3JG00608JE148591W,13/07/2020 17:31,20.0,False,False,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen charity appeal,
ICC17038145393,13/07/2020 17:24,10.0,False,False,UK Coronavirus Response,WorldPay,170463,Kindness Will Keep Us Together,Direct Mail,Offline,Donate Landing_July donate,Warm Supporters,
ICC18037125481,13/07/2020 17:22,2.0,True,True,Global Coronavirus Appeal,WorldPay,170458,Global Coronavirus Appeal,Homepage Herobox,Internal,Donate Landing_DEC Global Coronavirus Appeal,BRC Site,
1A791313B35111053,13/07/2020 17:13,100.0,False,True,UK Coronavirus Response,Paypal,170463,Kindness Will Keep Us Together,Direct Mail,Offline,Donate Landing_July donate,Warm Supporters,
ICC18037107971,13/07/2020 17:12,30.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC17038123564,13/07/2020 17:11,10.0,True,True,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,brand,brand,
ICC18037100177,13/07/2020 17:07,50.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC15156645601,13/07/2020 16:44,50.0,False,False,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
82196878LJ103922N,13/07/2020 16:36,50.0,False,True,Yemen Crisis Appeal,Paypal,170459,Yemen Crisis Appeal,bing,cpc,generic,yemen relief,
2G728309AX2460316,13/07/2020 16:34,200.0,False,True,Yemen Crisis Appeal,Paypal,170463,,,,,,
ICC19036876225,13/07/2020 16:34,30.0,False,False,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen charity,
ICC14176350487,13/07/2020 16:30,30.0,False,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
ICC15156607223,13/07/2020 16:23,25.0,False,True,UK Coronavirus Response,WorldPay,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
ICC18037019729,13/07/2020 16:18,10.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,help yemen,
ICC15156579623,13/07/2020 16:08,200.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
6VP40472UM737383P,13/07/2020 16:02,25.0,True,True,UK Coronavirus Response,Paypal,170459,Kindness Will Keep Us Together,bing,cpc,brand,brand,
9AF082292V087884X,13/07/2020 15:54,25.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC16038466036,13/07/2020 15:53,30.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC15156553634,13/07/2020 15:52,25.0,False,True,UK Coronavirus Response,WorldPay,170459,Kindness Will Keep Us Together,bing,cpc,brand,brand,
21T717785F4260714,13/07/2020 15:45,50.0,True,True,Yemen Crisis Appeal,Paypal,170463,,,,,,
ICC16038451091,13/07/2020 15:44,15.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC15156538197,13/07/2020 15:43,20.0,False,False,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,help yemen,
ICC14176261843,13/07/2020 15:40,30.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
5GD20789MU118053X,13/07/2020 15:39,20.0,False,True,Yemen Crisis Appeal,Paypal,170460,Kindness Will Keep Us Together,google,cpc,brand,brand,
8VY70981VR1741354,13/07/2020 15:26,50.0,False,True,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC18036926156,13/07/2020 15:20,10.0,False,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
3P657790JN564402E,13/07/2020 15:07,5.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC18036899483,13/07/2020 15:06,25.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC16038384052,13/07/2020 15:03,25.0,True,False,UK Coronavirus Response,WorldPay,170463,Kindness Will Keep Us Together,Direct Mail,Offline,Donate Landing_July donate,Warm Supporters,
ICC17037903486,13/07/2020 15:01,397.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC19036685269,13/07/2020 14:38,100.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC15156424257,13/07/2020 14:37,50.0,False,True,Yemen Crisis Appeal,WorldPay,170463,Yemen Crisis Appeal,,,brand,red cross yemen,
ICC14176153194,13/07/2020 14:36,300.0,,True,Yemen Crisis Appeal,WorldPay,173066,Yemen Crisis Appeal,Salesforce,Email,Donate_SendNumber1_Yemen coronavirus crisis email 1_Copy 2_please give today,Emergency Donors,OptInNotReshown
ICC17037866065,13/07/2020 14:35,50.0,False,True,UK Coronavirus Response,WorldPay,170463,Kindness Will Keep Us Together,Direct Mail,Offline,Donate Landing_July donate,Warm Supporters,
7N257802GY698781S,13/07/2020 14:28,50.0,False,True,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
5M677283SR341260N,13/07/2020 14:19,25.0,False,True,UK Coronavirus Response,Paypal,170460,Kindness Will Keep Us Together,google,cpc,brand,pure brand,
ICC19036632880,13/07/2020 14:02,50.0,False,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
ICC18036777329,13/07/2020 13:37,50.0,False,False,UK Coronavirus Response,WorldPay,170459,Kindness Will Keep Us Together,bing,cpc,brand,pure brand,
96528512GJ7123605,13/07/2020 13:28,200.0,False,False,UK Coronavirus Response,Paypal,170463,,,,,,
ICC14176042817,13/07/2020 13:23,35.0,False,True,UK Coronavirus Response,WorldPay,170459,Kindness Will Keep Us Together,bing,cpc,brand,pure brand,
ICC14176037312,13/07/2020 13:20,30.0,False,True,UK Coronavirus Response,WorldPay,170463,Kindness Will Keep Us Together,Direct Mail,Offline,Donate Landing_July donate,Warm Supporters,
5NL83061AD763892Y,13/07/2020 13:19,30.0,False,False,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC17037718015,13/07/2020 12:55,10.0,False,False,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,generic,coronavirus donate uk,
ICC15156243406,13/07/2020 12:42,30.0,True,False,UK Coronavirus Response,WorldPay,170463,Kindness Will Keep Us Together,Direct Mail,Offline,Donate Landing_July donate,Warm Supporters,
ICC14175968523,13/07/2020 12:37,40.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen charity,
2MP72068PV092594D,13/07/2020 12:37,20.0,False,True,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC19036505759,13/07/2020 12:36,20.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
3JN53148HG166280S,13/07/2020 12:32,100.0,False,False,UK Coronavirus Response,Paypal,170463,,,,,,
86X43632N72476523,13/07/2020 12:18,20.0,False,True,UK Coronavirus Response,Paypal,170463,UK Fund Appeal,Press,Offline,Donate Landing_DonateNeed,Cold Supporters,
8CE68425DC126012C,13/07/2020 12:13,50.0,False,True,UK Coronavirus Response,Paypal,170463,UK Fund Appeal,Direct Mail,Offline,Donate Landing_May donate,Warm Supporters,
ICC14175935934,13/07/2020 12:11,50.0,,True,Yemen Crisis Appeal,WorldPay,173066,Yemen Crisis Appeal,Salesforce,Email,Donate_SendNumber1_Yemen coronavirus crisis email 1_Copy 2_please give today,Emergency Donors,OptInNotReshown
ICC19036460862,13/07/2020 12:05,20.0,False,True,Yemen Crisis Appeal,WorldPay,170463,Yemen Crisis Appeal,,,,,
8KX34709JJ085012N,13/07/2020 11:56,3.0,False,False,UK Coronavirus Response,Paypal,170463,,,,,,
ICC18036636547,13/07/2020 11:56,50.0,,True,Yemen Crisis Appeal,WorldPay,173066,Yemen Crisis Appeal,Salesforce,Email,Donate_SendNumber1_Yemen coronavirus crisis email 1_Copy 1_Yemen Crisis Appeal,Emergency Donors,OptInNotReshown
ICC15156156876,13/07/2020 11:45,10.0,False,True,UK Coronavirus Response,WorldPay,170459,Kindness Will Keep Us Together,bing,cpc,brand,pure brand,
ICC17037614934,13/07/2020 11:43,25.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
2.00635E+16,13/07/2020 11:30,100.0,True,True,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen aid,
ICC16038062111,13/07/2020 11:19,950.0,False,False,UK Coronavirus Response,WorldPay,170463,Kindness Will Keep Us Together,Press,Offline,Donate Landing_Guardian LIVE,Cold Supporters,
ICC16038047181,13/07/2020 11:10,3.0,False,False,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC14175840205,13/07/2020 11:06,50.0,False,True,Yemen Crisis Appeal,WorldPay,170463,Yemen Crisis Appeal,,,brand,red cross yemen appeal,
55K55262HJ943043W,13/07/2020 11:02,10.0,True,True,UK Coronavirus Response,Paypal,170459,Kindness Will Keep Us Together,bing,cpc,brand,brand,
ICC15156056520,13/07/2020 10:41,30.0,False,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
7UG85347U60239306,13/07/2020 10:37,5.0,True,False,UK Coronavirus Response,Paypal,170463,,,,,,
ICC17037511355,13/07/2020 10:31,20.0,True,False,UK Coronavirus Response,WorldPay,170463,Kindness Will Keep Us Together,Direct Mail,Offline,Donate Landing_Donate June,Warm Supporters,
ICC16037987628,13/07/2020 10:28,3.0,False,False,UK Coronavirus Response,WorldPay,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
8NY65306NB055000R,13/07/2020 10:28,25.0,False,True,UK Coronavirus Response,Paypal,170463,Kindness Will Keep Us Together,Direct Mail,Offline,Donate Landing_July donate,Warm Supporters,
ICC17037504011,13/07/2020 10:26,100.0,False,True,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,brand,pure brand,
ICC15156026122,13/07/2020 10:19,100.0,False,True,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,generic,,
ICC17037488130,13/07/2020 10:15,50.0,False,False,National Emergencies Trust Coronavirus Appeal,WorldPay,170463,,,,,,
8JG69653T9255140C,13/07/2020 10:11,50.0,False,True,UK Coronavirus Response,Paypal,170460,Kindness Will Keep Us Together,google,cpc,drtv,e!,
ICC15156001491,13/07/2020 10:03,5.0,True,False,Yemen Crisis Appeal,WorldPay,170463,,,,,,
ICC18036458747,13/07/2020 09:46,50.0,False,True,Yemen Crisis Appeal,WorldPay,170463,Yemen Crisis Appeal,,,,,
ICC16037930274,13/07/2020 09:44,50.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC15155970862,13/07/2020 09:40,50.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
9JY06575XJ3832135,13/07/2020 09:35,50.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
9KF99985CB035461A,13/07/2020 09:25,30.0,False,True,Yemen Crisis Appeal,Paypal,170463,,,,,,
ICC14175702533,13/07/2020 09:25,100.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC19036235586,13/07/2020 09:25,50.0,False,True,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,brand,pure brand,
ICC16037904805,13/07/2020 09:24,300.0,False,True,UK Coronavirus Response,WorldPay,170459,Kindness Will Keep Us Together,bing,cpc,brand,pure brand,
ICC19036232938,13/07/2020 09:23,25.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC16037901052,13/07/2020 09:21,10.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC15155944312,13/07/2020 09:20,200.0,False,True,UK Coronavirus Response,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen appeal 20,
55U599177D508923M,13/07/2020 09:19,10.0,False,False,UK Coronavirus Response,Paypal,170463,,,,,,
ICC16037890944,13/07/2020 09:13,50.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
65V657051A922124N,13/07/2020 09:11,10.0,,False,Yemen Crisis Appeal,Paypal,173066,Yemen Crisis Appeal,Salesforce,Email,Donate_SendNumber1_Yemen coronavirus crisis email 1_Copy 2_please give today,Emergency Donors,OptInNotReshown
04E23709KW196111V,13/07/2020 08:54,30.0,False,True,Syria Crisis Appeal,Paypal,170463,,,,,,
ICC16037857367,13/07/2020 08:46,500.0,False,True,Yemen Crisis Appeal,WorldPay,170459,Yemen Crisis Appeal,bing,,brand,red cross yemen,
ICC16037827288,13/07/2020 08:20,50.0,False,False,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,help yemen,
ICC17037325409,13/07/2020 08:05,65.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC17037323607,13/07/2020 08:03,25.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC19036124948,13/07/2020 07:54,50.0,,True,Yemen Crisis Appeal,WorldPay,173066,Yemen Crisis Appeal,Salesforce,Email,Donate_SendNumber1_Yemen coronavirus crisis email 1_Copy 2_please give today,Emergency Donors,OptInNotReshown
ICC16037749907,13/07/2020 07:07,500.0,,False,Yemen Crisis Appeal,WorldPay,173066,Yemen Crisis Appeal,Salesforce,Email,Donate_SendNumber1_Yemen coronavirus crisis email 1_Copy 1_Yemen Crisis Appeal,Emergency Donors,OptInNotReshown
ICC19036067544,13/07/2020 07:00,50.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
9BL45368H5124791A,13/07/2020 06:57,10.0,,True,Yemen Crisis Appeal,Paypal,173066,Yemen Crisis Appeal,Salesforce,Email,Donate_SendNumber1_Yemen coronavirus crisis email 1_Copy 2_please give today,Emergency Donors,OptInNotReshown
ICC16037649264,13/07/2020 05:25,20.0,False,True,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,generic,,
ICC18035868238,12/07/2020 23:40,30.0,False,False,Yemen Crisis Appeal,WorldPay,170463,,,,,,
6LX22176RE137764L,12/07/2020 22:16,100.0,,True,Yemen Crisis Appeal,Paypal,173066,Yemen Crisis Appeal,Salesforce,Email,Donate_SendNumber1_Yemen coronavirus crisis email 1_Copy 1_Yemen Crisis Appeal,Emergency Donors,OptInNotReshown
ICC14175023401,12/07/2020 21:59,10.0,False,False,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
10R16832MN707460T,12/07/2020 21:41,11.3,True,False,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
1M4920323X203774P,12/07/2020 21:39,50.0,,True,Yemen Crisis Appeal,Paypal,173066,Yemen Crisis Appeal,Salesforce,Email,Donate_SendNumber1_Yemen coronavirus crisis email 1_Copy 1_Yemen Crisis Appeal,Emergency Donors,OptInNotReshown
ICC16037130912,12/07/2020 21:31,100.0,False,True,UK Coronavirus Response,WorldPay,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
8M419393SG4391834,12/07/2020 21:06,15.0,False,False,Yemen Crisis Appeal,Paypal,170463,Yemen Crisis Appeal,,,,,
23R5338768388824S,12/07/2020 21:01,30.0,True,True,Syria Crisis Appeal,Paypal,170460,Syria Crisis Appeal,google,cpc,generic,best way to donate to syrian refugees,
ICC16037085211,12/07/2020 20:59,25.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
66308626WD172913J,12/07/2020 20:44,50.0,False,True,Yemen Crisis Appeal,Paypal,170463,Yemen Crisis Appeal,,,,,
ICC16037055046,12/07/2020 20:38,100.0,False,True,UK Coronavirus Response,WorldPay,170463,Kindness Will Keep Us Together,Press,Offline,Donate Landing_Times LIFE,Cold Supporters,
ICC14174909693,12/07/2020 20:29,10.0,False,False,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,brand,pure brand,
ICC19035422204,12/07/2020 20:22,10.0,False,True,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,generic,,
ICC16037020822,12/07/2020 20:16,500.0,False,True,Yemen Crisis Appeal,WorldPay,170459,Yemen Crisis Appeal,bing,cpc,generic,yemen appeal 20,
0PE55556EV761362M,12/07/2020 20:04,30.23,False,False,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC19035394397,12/07/2020 20:03,50.0,False,True,UK Coronavirus Response,WorldPay,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
ICC18035599157,12/07/2020 19:51,50.0,False,True,UK Coronavirus Response,WorldPay,170463,Kindness Will Keep Us Together,Press,Offline,Donate Landing_Guardian LIVE,Cold Supporters,
ICC16036948200,12/07/2020 19:30,200.0,True,False,UK Coronavirus Response,WorldPay,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
6CA23683PL9641715,12/07/2020 19:24,500.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
0NM179904C066181L,12/07/2020 19:11,50.0,False,False,Yemen Crisis Appeal,Paypal,170463,,,,,,
1T186398VY591541T,12/07/2020 18:55,25.0,False,True,UK Coronavirus Response,Paypal,170463,UK Fund Appeal,Inserts,Offline,Donate Landing_HereForYou,Cold Supporters,
ICC15154944262,12/07/2020 18:38,50.0,False,True,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,drtv,e!,
3M516887EG6933208,12/07/2020 18:34,50.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC16036842679,12/07/2020 18:25,25.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC15154883934,12/07/2020 18:02,100.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen charity,
ICC14174663975,12/07/2020 17:51,20.0,,True,Yemen Crisis Appeal,WorldPay,173066,Yemen Crisis Appeal,Salesforce,Email,Donate_SendNumber1_Yemen coronavirus crisis email 1_Copy 2_please give today,Emergency Donors,OptInNotReshown
7PH968613K4450431,12/07/2020 17:43,50.0,False,True,Yemen Crisis Appeal,Paypal,170463,,,,,,
95V17859Y97947815,12/07/2020 17:34,30.0,False,False,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC16036745443,12/07/2020 17:30,15.0,True,True,UK Coronavirus Response,WorldPay,170463,UK Fund Appeal,Direct Mail,Offline,Donate Landing_May donate,Warm Supporters,
ICC17036336985,12/07/2020 17:24,25.0,False,True,UK Coronavirus Response,WorldPay,170463,Kindness Will Keep Us Together,Press,Offline,Donate Landing_Guardian LIVE,Cold Supporters,
ICC19035135532,12/07/2020 17:21,5.0,False,True,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,brand,pure brand,
ICC15154791325,12/07/2020 17:13,100.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen aid,
ICC16036694247,12/07/2020 17:02,2.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
3JB01374UK183712G,12/07/2020 16:33,50.0,False,True,UK Coronavirus Response,Paypal,170460,Kindness Will Keep Us Together,google,cpc,brand,donate,
ICC14174514926,12/07/2020 16:19,50.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen emergency appeal,
ICC18035264467,12/07/2020 16:18,100.0,False,True,UK Coronavirus Response,WorldPay,170463,UK Fund Appeal,Press,Offline,Donate Landing_DonateNeed,Cold Supporters,
ICC14174502787,12/07/2020 16:11,100.0,,False,Yemen Crisis Appeal,WorldPay,173066,Yemen Crisis Appeal,Salesforce,Email,Donate_SendNumber1_Yemen coronavirus crisis email 1_Copy 1_Yemen Crisis Appeal,Emergency Donors,OptInNotReshown
ICC14174491483,12/07/2020 16:04,25.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC17036202457,12/07/2020 16:03,20.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC14174373400,12/07/2020 14:51,20.0,True,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC18035121506,12/07/2020 14:48,50.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC17036075281,12/07/2020 14:43,10.0,False,True,Syria Crisis Appeal,WorldPay,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
ICC17036073589,12/07/2020 14:42,50.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
9NS44858PK167650B,12/07/2020 14:30,50.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC17036043516,12/07/2020 14:20,10.0,False,False,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen charity,
ICC14174321542,12/07/2020 14:14,15.0,False,False,UK Coronavirus Response,WorldPay,170463,UK Fund Appeal,Direct Mail,Offline,Donate Landing_May donate,Warm Supporters,
ICC16036407115,12/07/2020 14:05,10.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen charity uk,
ICC18035038339,12/07/2020 13:45,100.0,False,True,UK Coronavirus Response,WorldPay,170463,Kindness Will Keep Us Together,Direct Mail,Offline,Donate Landing_July donate,Warm Supporters,
1CY462036L329330K,12/07/2020 13:39,100.0,True,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC16036344958,12/07/2020 13:18,5.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC16036320706,12/07/2020 13:01,25.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC17035935282,12/07/2020 13:00,150.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC17035925862,12/07/2020 12:52,50.0,False,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
ICC15154383813,12/07/2020 12:49,500.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
2AB539900D682230K,12/07/2020 12:13,20.0,False,False,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen charity,
724061059S782953W,12/07/2020 12:06,25.0,False,True,UK Coronavirus Response,Paypal,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
1R921141F53578259,12/07/2020 12:01,100.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
0GA781204J646424H,12/07/2020 11:57,5.0,False,True,Yemen Crisis Appeal,Paypal,170463,,,,,,
ICC19034646290,12/07/2020 11:49,10.0,True,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC19034644241,12/07/2020 11:47,25.0,False,True,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,brand,pure brand,
0BY80984V77985842,12/07/2020 11:25,20.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC15154265051,12/07/2020 11:21,50.0,False,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
ICC18034842776,12/07/2020 11:12,100.0,True,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
8FH376634H577333G,12/07/2020 11:12,50.0,False,True,Syria Crisis Appeal,Paypal,170463,Syria Crisis Appeal,,,brand,red cross syria,
74E92999U8838274E,12/07/2020 11:09,25.0,False,True,UK Coronavirus Response,Paypal,170459,Kindness Will Keep Us Together,bing,cpc,brand,brand,
ICC15154232160,12/07/2020 10:59,10.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
3RL6136798825343L,12/07/2020 10:49,50.0,False,True,UK Coronavirus Response,Paypal,170459,Kindness Will Keep Us Together,bing,cpc,brand,brand,
ICC18034810330,12/07/2020 10:49,50.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC18034798997,12/07/2020 10:41,25.0,False,True,UK Coronavirus Response,WorldPay,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
ICC17035753369,12/07/2020 10:40,100.0,True,False,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC19034544152,12/07/2020 10:33,25.0,False,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
ICC15154189134,12/07/2020 10:28,25.0,False,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
ICC19034532834,12/07/2020 10:24,10.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC19034532454,12/07/2020 10:23,5.0,False,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
664501510R865104E,12/07/2020 10:17,20.0,False,False,UK Coronavirus Response,Paypal,170460,Kindness Will Keep Us Together,google,cpc,generic,,
0H838445W0109014N,12/07/2020 10:16,100.0,True,True,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,help yemen,
6BG12745636735528,12/07/2020 10:14,50.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC19034519745,12/07/2020 10:13,30.0,False,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
ICC16036100585,12/07/2020 10:12,100.0,False,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
ICC15154165366,12/07/2020 10:09,20.0,True,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
ICC17035715034,12/07/2020 10:09,7.0,False,True,UK Coronavirus Response,WorldPay,170463,Kindness Will Keep Us Together,Direct Mail,Offline,Donate Landing_July donate,Warm Supporters,
05E32727MF6480813,12/07/2020 09:59,50.0,False,True,Yemen Crisis Appeal,Paypal,170463,,,,,,
ICC17035701274,12/07/2020 09:57,25.0,False,True,UK Coronavirus Response,WorldPay,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
